filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,label
sample24.wav,0.398254663,0.053717703,1147.656336,1076.68122,2252.363078,0.073316786,-275.5551147,176.6464844,-77.11743927,37.21213531,37.74718475,11.01718044,7.280914307,7.023736,3.843871832,1.719980001,HumpbackWhaleBermuda
sample25.wav,0.353163153,0.068627983,1169.568138,1021.061006,2181.732178,0.075927734,-236.2398376,174.2170715,-69.90439606,16.85333061,39.65591431,1.57757163,8.091362953,-1.668037653,-4.663316727,1.178614736,HumpbackWhaleBermuda
sample26.wav,0.371385485,0.081017107,1156.790476,1067.950552,2303.703817,0.07478389,-237.6778412,183.2527618,-79.47020721,34.97660828,37.00439072,3.651763439,15.08411121,4.950621605,-4.813195229,3.89866066,HumpbackWhaleBermuda
sample27.wav,0.324288726,0.098018311,1135.211519,1013.341617,2206.305949,0.077593768,-220.9113617,183.6357117,-70.61035919,23.22403336,32.93841171,-7.23504734,12.84392738,2.050873995,-5.79304409,8.161165237,HumpbackWhaleBermuda
sample28.wav,0.355695546,0.07036148,1239.955142,994.1800954,2251.565552,0.095004612,-238.0722656,193.5719757,-87.32254028,26.23234558,30.55615234,-2.582048178,4.513620377,3.384333849,2.161767721,10.79506874,HumpbackWhaleBermuda
sample29.wav,0.367605507,0.064613849,602.2888912,802.7464772,965.2557373,0.034455476,-295.6597595,212.3385468,3.407829046,21.05973244,-4.453670502,3.816467762,-0.102180339,-1.120596766,16.27487564,5.293367863,HumpbackWhaleBermuda
sample3.wav,0.353858411,0.054111879,1060.886488,1472.425239,2568.532308,0.036903664,-259.9430237,160.4967041,-19.16380119,71.14021301,-20.69115448,19.62303734,0.295490414,5.329693794,9.822045326,-6.861351967,HumpbackWhaleBermuda
sample30.wav,0.347314566,0.066084445,554.1390132,800.0867851,872.2442627,0.028785988,-299.0512085,210.6218567,9.892302513,23.94641304,-4.046103954,7.865903378,2.858709812,-1.328681231,14.09394169,1.56780076,HumpbackWhaleBermuda
sample31.wav,0.360577315,0.075811565,574.3625903,767.2847026,862.0259603,0.035728172,-290.8070984,212.9391632,10.91052628,18.88186264,-6.895431042,4.19428587,2.890850782,0.12313094,16.58181381,4.351349831,HumpbackWhaleBermuda
sample32.wav,0.352525294,0.082675613,516.9747924,761.7921592,817.364502,0.026794434,-291.4356995,207.9566345,17.93080139,20.99504662,1.191501021,7.018902779,5.052710533,-2.562960625,11.73274994,0.088501036,HumpbackWhaleBermuda
sample33.wav,0.344835162,0.065979064,662.8232712,852.7682793,1207.603963,0.037041558,-285.3352356,203.7318268,-8.175998688,26.14608383,10.56584644,4.493374348,8.623905182,-0.133969679,6.369018078,1.661027431,HumpbackWhaleBermuda
sample34.wav,0.331875026,0.096666493,1132.527897,1019.670251,2191.202799,0.079205548,-222.5514526,182.7292023,-69.40834045,23.40410042,33.33133316,-5.877104759,12.17004299,1.774659634,-4.263640404,8.987460136,HumpbackWhaleBermuda
sample35.wav,0.349549234,0.069777906,1206.350715,1257.655677,2475.670369,0.074494538,-236.918808,159.8988037,-44.38554764,37.54840469,9.469947815,0.67897743,3.633006334,2.973907471,7.637076378,6.337131977,HumpbackWhaleBermuda
sample36.wav,0.358298928,0.045423083,1228.06342,1396.636147,2662.440999,0.066277398,-258.2078552,170.2354126,-47.36594391,62.16665649,-18.23906136,16.93952179,-5.160105228,7.281781673,13.59263992,1.838662267,HumpbackWhaleBermuda
sample37.wav,0.360100418,0.043366451,1163.320669,1536.195092,2890.18453,0.041259766,-264.192627,163.7714539,-28.20688248,74.56719971,-27.29998589,21.05751228,-2.546236992,7.723720074,11.97618961,-3.187078714,HumpbackWhaleBermuda
sample38.wav,0.367461473,0.04742486,1130.819944,1482.705402,2687.313843,0.044092249,-259.1300964,164.0910797,-25.89412498,68.32892609,-28.23702049,17.75490952,-0.904748201,9.551926613,15.18431282,-1.635627627,HumpbackWhaleBermuda
sample39.wav,0.358398199,0.053300291,1068.397372,1480.476998,2603.723145,0.03704834,-260.9049683,159.7827911,-19.27164459,71.71385956,-20.48039055,19.78151703,-0.041596089,4.97717905,9.548909187,-6.901124954,HumpbackWhaleBermuda
sample4.wav,0.313476145,0.050976619,1120.994473,1208.290551,2249.920654,0.06547942,-266.1528931,171.8335114,-51.20166779,46.98454666,10.10499382,15.86920261,-0.932287931,-2.419539213,2.362727642,-5.038595676,HumpbackWhaleBermuda
sample40.wav,0.312519699,0.052787524,1158.289461,1156.74472,2220.063273,0.074311433,-266.0959473,174.3234406,-59.74377441,44.07164001,17.63437843,13.61451244,0.113072291,-1.322801948,0.175609455,-5.066051006,HumpbackWhaleBermuda
sample41.wav,0.40386346,0.050293583,1139.756098,1079.035439,2306.644694,0.069152832,-276.3800354,182.6132202,-78.54901886,36.4573288,33.10865784,9.649997711,6.854054928,7.804267406,0.932303011,0.158246353,HumpbackWhaleBermuda
sample42.wav,0.385888994,0.051721722,1161.889769,1045.511469,2205.707804,0.074483236,-270.4346313,184.6157379,-81.5827179,32.07380295,33.41786575,9.442580223,3.280756235,5.006143093,4.750887871,3.236621141,HumpbackWhaleBermuda
sample43.wav,0.395027339,0.053451173,1041.354085,1067.837189,2140.659587,0.059807671,-276.7557983,180.6139984,-70.6071167,36.11618423,34.39476013,12.99178886,8.628147125,3.246994019,-0.152886987,-0.302236527,HumpbackWhaleBermuda
sample44.wav,0.359127134,0.090338051,1244.790036,1025.582416,2332.614136,0.087015788,-217.6923676,177.4404602,-80.39749908,22.17424774,42.8093605,-1.554270387,10.95414257,3.255540609,-4.61934185,1.632731676,HumpbackWhaleBermuda
sample45.wav,0.332442433,0.071926229,1120.203481,1044.780447,2241.297404,0.069702148,-241.2934723,192.5947876,-79.97542572,33.99492264,26.73723412,1.87229836,13.69001579,3.008318901,-4.504636288,5.960614204,HumpbackWhaleBermuda
sample46.wav,0.38527441,0.092777498,1242.467285,1027.297207,2296.376546,0.094963921,-222.4569702,177.593811,-77.65181732,22.50373459,36.7503624,-7.134921551,10.61642361,4.481180191,-1.42691493,11.61550903,HumpbackWhaleBermuda
sample47.wav,0.2943241,0.074490085,848.3722067,863.2932877,1498.950195,0.057135688,-267.1341248,208.0761414,-36.75733948,20.48812103,12.13268471,-1.689787149,-1.033294916,-1.950615764,8.106843948,8.370721817,HumpbackWhaleBermuda
sample48.wav,0.348758698,0.066672102,561.5607022,785.5356283,874.9857585,0.031123409,-296.9913635,212.6531067,9.702575684,22.11447716,-6.395936012,5.373223305,2.068687677,-1.211259484,15.2506876,2.65216732,HumpbackWhaleBermuda
sample49.wav,0.388215482,0.063102312,556.9371963,806.2400838,866.3625081,0.028044524,-303.2326965,216.5037689,4.388219833,29.38714409,-8.051546097,10.11776829,0.466725022,-1.055328965,14.43418407,1.809570432,HumpbackWhaleBermuda
sample5.wav,0.395179331,0.052877553,1169.268877,1091.203993,2359.779867,0.072654442,-274.7280273,181.9694366,-79.45443726,38.89661026,34.66437149,7.959061623,6.660023212,9.539748192,-0.021554064,-1.013542652,HumpbackWhaleBermuda
sample50.wav,0.358782262,0.085306183,544.5759771,743.2658177,839.3463135,0.033173738,-289.7802124,212.8920288,12.74239349,19.92400742,-3.90978694,6.371612549,4.869803905,0.409961849,15.32965755,1.769088626,HumpbackWhaleBermuda
sample51.wav,0.356923461,0.079324543,517.2792967,769.9209966,828.5797119,0.025982892,-293.177124,206.7744904,17.42995262,21.03087425,1.463352442,8.454498291,6.661541939,-1.297234416,12.86931038,0.646514952,HumpbackWhaleBermuda
sample52.wav,0.329010278,0.07075993,989.5176786,985.2946721,1938.137817,0.063639323,-244.3057404,187.9920807,-50.07399368,23.75983429,29.27731514,-4.490197182,12.40813732,1.882991672,-3.919603586,6.212211132,HumpbackWhaleBermuda
sample53.wav,0.352030426,0.07436166,1203.561169,1202.816904,2396.466064,0.079698351,-233.0051727,164.6545105,-50.6138916,34.07479477,15.68534565,-0.064540438,3.967255116,1.81396699,5.376981258,6.569499969,HumpbackWhaleBermuda
sample54.wav,0.348787993,0.043588493,1166.93511,1522.213124,2851.25529,0.043271665,-263.7818298,165.1552429,-29.01448631,72.55838776,-30.42521667,18.695261,-3.611664295,8.515851974,13.62896538,-1.190930486,HumpbackWhaleBermuda
sample55.wav,0.368469745,0.043463584,1153.834813,1533.208973,2876.327515,0.040595161,-265.555603,166.3043213,-30.67042732,77.00965881,-28.34763336,23.06822014,-3.510948181,8.282459259,12.05012989,-3.187101126,HumpbackWhaleBermuda
sample56.wav,0.367016673,0.053978816,1075.364345,1456.823173,2525.316366,0.041592068,-258.3404846,162.6828308,-21.36662483,68.07318878,-24.46602821,18.54545021,1.020513415,8.376731873,13.11996365,-4.924428463,HumpbackWhaleBermuda
sample57.wav,0.300309509,0.052418403,1047.867271,1327.899329,2312.576294,0.045489276,-264.5582581,166.9962311,-33.3604393,58.54495621,-4.880667686,19.20691681,-1.082493663,-0.936945856,5.556061745,-6.14845705,HumpbackWhaleBermuda
sample58.wav,0.386561543,0.056540791,1186.435338,1073.52993,2346.570841,0.081895616,-272.0280457,182.3882751,-79.70516205,39.50673676,35.48426056,7.751135826,5.707448483,8.452493668,-0.843972445,-2.661936522,HumpbackWhaleBermuda
sample59.wav,0.39807415,0.048753332,1136.647982,1039.936966,2172.809855,0.067312735,-272.2413635,185.8592072,-80.64891052,27.63184929,28.71591759,8.963187218,3.436633587,3.544507742,3.385560274,3.478374243,HumpbackWhaleBermuda
sample6.wav,0.390628636,0.051169351,1164.390636,1047.438692,2190.305583,0.07591191,-269.5360718,184.9666901,-81.12719727,30.533144,32.74391556,9.772116661,3.109522581,4.093464375,4.016727448,3.114488602,HumpbackWhaleBermuda
sample60.wav,0.336685866,0.066387743,755.9527688,841.1537936,1300.515747,0.047837999,-277.6642761,210.3794556,-22.21990204,20.48118782,7.031531334,-0.367704332,-1.071511388,-2.628453493,10.81857681,7.951050758,HumpbackWhaleBermuda
sample61.wav,0.343600512,0.06699647,564.598846,793.2342463,877.3284912,0.031091761,-296.6731567,212.1984558,9.731809616,21.95430946,-6.142098427,5.633437634,2.120042801,-1.267192364,14.67524338,2.188349962,HumpbackWhaleBermuda
sample62.wav,0.357399672,0.072380975,570.8961296,784.6104143,868.6553955,0.032520435,-293.3598938,210.6018829,11.22796822,19.879179,-4.775118828,5.230849743,2.629490376,-1.195545077,15.31457615,4.019060612,HumpbackWhaleBermuda
sample63.wav,0.360456169,0.081190728,530.1698368,759.2648626,832.3181152,0.029000741,-291.2931824,208.9876709,15.96632004,20.09078026,-1.043398976,6.342816353,5.323585987,-0.869098008,13.69852066,0.895654738,HumpbackWhaleBermuda
sample64.wav,0.38207382,0.073080264,522.1812949,783.604251,850.8107503,0.025657371,-295.1887512,207.5965881,13.7158947,24.25854492,2.579482555,8.931110382,6.867028236,-0.567575634,12.47640419,0.646287799,HumpbackWhaleBermuda
sample65.wav,0.304701149,0.075782545,1067.755561,1004.109769,2119.674683,0.069220649,-233.6762848,186.6509552,-61.99208832,23.39949989,32.17970657,-6.644905567,12.73385048,1.992367387,-5.998975754,7.143062115,HumpbackWhaleBermuda
sample66.wav,0.357308269,0.067845471,1218.676036,1278.263306,2506.82373,0.077625416,-237.6270447,157.9455719,-42.12933731,39.0463829,7.323699474,2.570133448,2.803488731,2.45145607,9.361067772,6.108408451,HumpbackWhaleBermuda
sample67.wav,0.347752362,0.043787964,1152.930862,1517.193482,2830.818685,0.042656793,-264.0973206,165.5712128,-28.96911621,73.34875488,-29.33476448,20.27585411,-2.659659386,8.593925476,12.65198135,-2.76423645,HumpbackWhaleBermuda
sample68.wav,0.375936449,0.047295168,1136.713235,1499.331746,2749.67041,0.042098434,-259.8622437,162.9290009,-26.02717209,70.86575317,-26.11413574,19.03333473,-1.776464939,7.676330566,13.4716692,-2.105732203,HumpbackWhaleBermuda
sample69.wav,0.366241962,0.052130084,1082.711698,1475.354667,2604.371134,0.039496528,-259.8678894,161.2917023,-21.18270302,69.49717712,-23.01628113,19.47855568,0.926113963,7.204814434,11.46353054,-6.066254139,HumpbackWhaleBermuda
sample7.wav,0.413007021,0.05329296,1045.660356,1081.7457,2157.407633,0.058317962,-277.5238647,179.4047852,-69.97667694,37.19791031,35.10248184,13.09884739,9.261045456,4.412004471,0.973179877,0.62238425,HumpbackWhaleBermuda
sample70.wav,0.311876953,0.051233772,1080.658035,1264.870543,2274.992879,0.057178639,-266.6068726,169.7610626,-42.2093544,52.82226563,3.434077501,17.11896133,-1.206054449,-1.827234626,3.499061346,-6.022123337,HumpbackWhaleBermuda
sample71.wav,0.386879623,0.055432733,1177.750888,1072.714847,2344.228109,0.076739276,-272.0776062,182.5649567,-80.20503235,38.75844574,35.26951981,7.730752945,6.032281876,8.91659832,-0.025126068,-1.750525355,HumpbackWhaleBermuda
sample72.wav,0.402170807,0.049734205,1141.054094,1047.344443,2177.694702,0.070484303,-272.8002014,185.1643524,-79.94949341,29.26651382,30.1695919,9.909352303,3.829757929,3.792729378,3.554325342,3.386901379,HumpbackWhaleBermuda
sample73.wav,0.403390348,0.0539972,1077.289834,1072.987567,2196.187337,0.064016837,-276.6787415,179.2391815,-73.16779327,38.90863419,36.61899948,12.06071663,8.135684967,5.439705372,2.281674385,0.858438551,HumpbackWhaleBermuda
sample74.wav,0.335764706,0.078630023,1263.94473,1018.436087,2290.544637,0.091821741,-224.7684174,175.4131165,-79.03535461,18.50819588,40.56446838,0.015967617,9.041267395,0.442618757,-5.206424236,0.21351406,HumpbackWhaleBermuda
sample75.wav,0.374275267,0.071265802,1123.097681,1057.503867,2280.027262,0.066128201,-241.3275299,185.5697021,-77.42153931,33.00735092,33.58139038,1.627812266,15.51105213,3.285544872,-4.788892746,6.036713123,HumpbackWhaleBermuda
sample76.wav,0.332134455,0.1023627,1188.764135,1001.940831,2219.066366,0.090212221,-218.2366791,182.4837646,-75.25587463,22.3838768,35.17514038,-7.018862247,11.53065777,3.441345692,-2.965087414,10.41195679,HumpbackWhaleBermuda
sample77.wav,0.359184504,0.065969802,1012.638619,948.225774,1908.081055,0.067077637,-257.0386353,200.4916687,-61.29335785,25.39646339,23.12439728,-1.009623647,2.412137747,0.819645047,3.995333672,8.436353683,HumpbackWhaleBermuda
sample78.wav,0.330234677,0.07162194,579.6979637,772.1652774,859.0352376,0.036157679,-295.6669312,214.0020599,8.742308617,20.52808952,-8.754743576,3.134095669,-0.261754721,-1.378929973,17.05580902,5.537488937,HumpbackWhaleBermuda
sample79.wav,0.364647299,0.064047635,555.9544993,799.855199,873.2411702,0.028401693,-303.2547302,216.5176849,4.313342094,28.78662872,-8.050296783,10.20165825,0.887894511,-0.670644343,14.36654758,1.106715918,HumpbackWhaleBermuda
sample8.wav,0.337530524,0.086046837,1253.244377,1021.577788,2311.380005,0.09024613,-220.6829376,176.3188629,-79.9577179,19.72034836,41.86493683,-1.106575012,9.858927727,2.280765295,-5.006440163,1.099467635,HumpbackWhaleBermuda
sample80.wav,0.380439937,0.080720812,557.530448,763.1521732,861.5773519,0.033153393,-290.5278931,212.1768188,11.89918327,19.26996994,-4.910654545,6.104232788,4.887480736,0.540774167,15.64217758,2.386350632,HumpbackWhaleBermuda
sample81.wav,0.358101964,0.078712352,519.1076057,770.238839,827.3335775,0.026647497,-292.6116028,207.445282,17.47009277,21.16923714,1.334551215,7.76967144,5.690752029,-1.907160163,12.6387825,0.812794566,HumpbackWhaleBermuda
sample82.wav,0.361315459,0.059943516,846.1150689,932.1500702,1618.130493,0.050444426,-270.9259644,198.4079285,-34.44087601,29.54725266,18.93625832,1.934623957,10.13576698,0.440875888,1.76909101,3.00252533,HumpbackWhaleBermuda
sample83.wav,0.335028023,0.092576221,1178.632128,1070.269315,2257.148234,0.086611147,-223.7168579,176.1365051,-65.35431671,27.00184822,28.01486588,-3.437641382,7.180451393,1.653961897,-0.175118625,8.027541161,HumpbackWhaleBermuda
sample84.wav,0.344143897,0.072456256,1204.430391,1222.526432,2433.002726,0.078644929,-234.6508026,162.6811371,-47.38088226,35.19155121,11.02295589,0.191703096,3.942140341,2.470985651,7.231377602,7.146045685,HumpbackWhaleBermuda
sample85.wav,0.361808926,0.04239206,1181.387013,1509.136385,2820.749919,0.045934606,-264.7368469,164.8230286,-32.05727768,70.35610199,-28.73556328,18.92961693,-3.676853657,8.928180695,14.85073185,-0.300439,HumpbackWhaleBermuda
sample86.wav,0.330531865,0.046356745,1142.610733,1513.999146,2811.03007,0.041684751,-263.3521118,165.0121002,-28.37148857,74.37302399,-27.82491875,21.08638573,-2.855753183,7.518427372,11.9086647,-3.117422819,HumpbackWhaleBermuda
sample87.wav,0.383658051,0.051435735,1100.471219,1467.849345,2594.202677,0.042627405,-256.6690674,161.6963806,-21.67291069,66.53871918,-25.26123428,16.87994194,0.566751838,8.180448532,14.06188393,-3.488086224,HumpbackWhaleBermuda
sample88.wav,0.334810525,0.050817911,1063.434872,1465.027817,2551.136271,0.037979691,-262.4530945,160.8270569,-21.43993187,69.83930206,-17.79062462,20.18768692,-0.500866175,4.385921478,9.792131424,-6.047495365,HumpbackWhaleBermuda
sample89.wav,0.382373244,0.054913606,1166.513991,1092.013104,2263.777669,0.077487522,-270.5283203,177.0726318,-72.20611572,39.40874481,33.08889771,11.76879406,5.244534969,2.755964994,-2.049165964,-3.037973166,HumpbackWhaleBermuda
sample9.wav,0.375726104,0.068155192,1119.596424,1056.254208,2266.369629,0.06580268,-242.5855408,187.5091705,-77.47579956,33.63125992,30.86867714,1.599346042,14.78717899,2.637297392,-4.783381939,5.668169022,HumpbackWhaleBermuda
sample90.wav,0.339644015,0.053183693,1106.46329,1040.417699,2184.124756,0.066795067,-272.7576904,186.5804291,-77.67618561,31.08123398,29.53704071,7.548885822,2.824617624,4.152492046,2.133919716,1.333897114,HumpbackWhaleBermuda
sample91.wav,0.455828637,0.047097057,1165.232475,1081.434009,2249.372355,0.072342484,-277.0057983,181.0733795,-80.72116089,36.69887161,35.35149002,12.81810379,6.562604904,7.42056179,5.059084415,3.309693575,HumpbackWhaleBermuda
sample92.wav,0.312645972,0.067837253,1112.901269,1033.918057,2163.787842,0.070561162,-247.4128723,170.704361,-62.90592957,19.01307487,40.56206512,1.589783549,7.131988049,-0.64565444,-4.548146725,-0.087597243,HumpbackWhaleBermuda
sample93.wav,0.403372765,0.082791172,1183.18615,1047.565952,2291.092936,0.080035174,-231.3948517,186.460022,-84.14546204,33.43173599,37.75965881,4.239149094,13.93768215,4.335477829,-4.217259407,2.399101257,HumpbackWhaleBermuda
